sequence,From,To,address_id,total_transactions,transactions_initiated,transactions_received,average_transaction_value,total_transaction_value,average_outgoing_value,average_incoming_value,total_outgoing_value,total_incoming_value,last_outgoing_transaction_value,last_incoming_transaction_value,value1,value2,value3,value4,timestamps1,timestamps2,timestamps3,timestamps4,label
6217,6218,1397,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,3114,3114,1
6218,6219,1397,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,3114,3114,3114,3114,1
6219,6220,1397,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,3114,0,0,0,1
6220,6221,1465,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.141007435,0.0,0.0,0.0,0,0,0,0,1
6221,6222,1467,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.00744,0.0,0.0,0.0,0,0,0,0,1
6222,6223,1470,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.010796545,0.0,0.0,0.0,0,0,0,0,1
6223,6224,1502,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.02982,0.0,0.0,0.0,0,0,0,0,1
6224,6225,1595,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.035,0.0,0.035,0.0,0,0,0,0,1
6225,6226,1651,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.01,-0.009681245,0.0,0.0,0,0,0,0,1
6226,6227,1676,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6227,6228,1721,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.10392882,-0.16581847,-0.42434466,-0.02144287,0,138,202,4948,1
6228,6229,1721,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.02570369,-0.09142195,-0.02399905,-0.16777732,4989,5694,7938,8503,1
6229,6230,1721,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.03618798,0.0,0.0,0.0,8862,0,0,0,1
6230,6231,1727,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0256,0.03324,0.0,0.0,0,533,0,0,1
6231,6232,1739,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.217150127,0.0,0.0,0.0,0,0,0,0,1
6232,6233,1751,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.02121288,0.0,0.0,0.0,0,0,0,0,1
6233,6234,1764,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6234,6235,1847,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-1.349987768,0.0,0.0,0.0,0,0,0,0,1
6235,6236,1849,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6236,6237,1901,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.009149899,0.0,0.0,0.0,0,0,0,0,1
6237,6238,1953,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6238,6239,1975,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.1,0.071281758,-0.055875683,0.02,0,202,294,315,1
6239,6240,1975,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.042500847,0.05595754,-0.048180344,-0.025590632,457,486,497,528,1
6240,6241,1975,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.038385825,-0.146252704,0.08,-0.04,561,581,591,614,1
6241,6242,1975,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.04,-0.04,-0.000221703,0.002,614,617,718,4882,1
6242,6243,1975,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.005421662,-0.004856967,0.007190116,0.0,4930,4930,4989,0,1
6243,6244,2032,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6244,6245,2032,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6245,6246,2032,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6246,6247,2048,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6247,6248,2168,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.02,0.024043101,-0.1,0.099369133,0,0,0,0,1
6248,6249,2168,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.000534551,0.0,0.0,0.0,1,0,0,0,1
6249,6250,2182,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.057887572,0.0,0.0,0.0,0,0,0,0,1
6250,6251,2190,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0424,0.0,0.0,0.0,0,0,0,0,1
6251,6252,2199,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6252,6253,2201,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6253,6254,2237,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.034422776,0.0,0.0,0.0,0,0,0,0,1
6254,6255,2249,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.001799,0.0,0.0,0.0,0,0,0,0,1
6255,6256,2263,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.061,0.0767,0.0,0.0,0,311,0,0,1
6256,6257,2301,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.0066152,0.0,0.0,0.0,0,0,0,0,1
6257,6258,2326,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.004542923,0.0,0.0,0.0,0,0,0,0,1
6258,6259,2345,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.095849692,0.095849692,0.0,0.0,0,0,0,0,1
6259,6260,2366,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.055111581,0.0,0.0,0.0,0,0,0,0,1
6260,6261,2376,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.043611056,0.0,0.0,0.0,0,0,0,0,1
6261,6262,2446,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.284600173,0.0,0.0,0.0,0,0,0,0,1
6262,6263,2447,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.001443955,0.0,0.0,0.0,0,0,0,0,1
6263,6264,2450,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.001144652,0.0,0.0,0.0,0,0,0,0,1
6264,6265,2524,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.005889109,0.02,-0.012745424,-0.002724105,0,93,94,115,1
6265,6266,2524,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.02,-0.001579579,0.0,0.0,524,564,0,0,1
6266,6267,2665,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0391,0.0414,0.0424,0.0414,0,74,97,183,1
6267,6268,2665,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0412,0.0,0.0,0.0,191,0,0,0,1
6268,6269,2672,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6269,6270,2732,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.008448993,0.0,0.0,0.0,0,0,0,0,1
6270,6271,2779,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6271,6272,2814,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.018,0.0,0.036,0.0,0,0,0,0,1
6272,6273,2816,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6273,6274,2823,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6274,6275,2861,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.006176052,-0.001573254,-0.010077541,0.0,0,0,0,0,1
6275,6276,2887,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.101343213,0.0,0.0,0.0,0,0,0,0,1
6276,6277,2901,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.029463891,0.0,0.0,0.0,0,0,0,0,1
6277,6278,2959,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0073,0.0122,0.0,0.0,0,238,0,0,1
6278,6279,2963,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.036873319,-0.020366619,0.01,-0.009950206,0,13,69,69,1
6279,6280,2963,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.01,-0.008818928,0.01,0.01,89,92,301,316,1
6280,6281,2963,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0536,-0.055553115,0.0,0.0,336,346,0,0,1
6281,6282,3006,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.039265868,0.0,0.0,0.0,0,0,0,0,1
6282,6283,3058,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.012085366,0.0,0.0,0.0,0,0,0,0,1
6283,6284,3068,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.511333688,0.0,0.0,0.0,0,0,0,0,1
6284,6285,3091,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.01,-0.019224563,0.021439118,0.0,0,0,3091,0,1
6285,6286,3103,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.02,-0.019470853,0.01,-0.009419117,0,0,133,230,1
6286,6287,3119,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.112335534,0.0,0.0,0.0,0,0,0,0,1
6287,6288,3121,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.016588,0.006353,0.012734,0.0,0,638,639,0,1
6288,6289,3139,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.01,-0.009467003,0.1,0.02,0,0,68,97,1
6289,6290,3139,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.026375769,0.01,-0.009774717,-0.042954349,205,1119,1119,6351,1
6290,6291,3139,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.005448086,0.0,0.0,0.0,6362,0,0,0,1
6291,6292,3187,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.008931125,0.0,0.0,0.0,0,0,0,0,1
6292,6293,3209,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.01000845,0.0,0.0,0.0,0,0,0,0,1
6293,6294,3239,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.006772582,0.0,0.0,0.0,0,0,0,0,1
6294,6295,3248,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.011737916,-0.002332309,0.0,0.0,0,1114,0,0,1
6295,6296,3251,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6296,6297,3255,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6297,6298,3279,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6298,6299,3282,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.039429892,0.0,-0.297471278,0.0,0,0,0,0,1
6299,6300,3282,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.1,0.0,-0.085040056,0.0,0,10,12,12,1
6300,6301,3282,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.01666,0.01666,0.022670179,0.0,14,14,18,21,1
6301,6302,3282,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.04,-0.081230603,0.0,0.0,21,22,22,720,1
6302,6303,3282,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.020283329,0.0,0.016461231,-0.015384711,742,742,742,761,1
6303,6304,3282,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.012,0.0,0.0,761,761,0,0,1
6304,6305,3336,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,8,19,29,1
6305,6306,3336,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,765,0,0,0,1
6306,6307,3372,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0754,0.0,0.0,0.0,0,0,0,0,1
6307,6308,3390,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.05,0.0,0.0,0.0,0,0,0,0,1
6308,6309,3428,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.002943167,0.0,0.0,0.0,0,0,0,0,1
6309,6310,3434,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.5,0.0,0.0,0.0,0,0,0,0,1
6310,6311,3436,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0107,0.0,0.0,0.0,0,0,0,0,1
6311,6312,3451,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.5,0.1,0.6,0.2,0,7,21,25,1
6312,6313,3451,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.1,0.018679676,0.03,-0.025593361,35,54,146,307,1
6313,6314,3451,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.01,0.5,-0.199122874,0.04,325,432,462,1046,1
6314,6315,3451,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.039639068,0.02,-0.001112395,-0.001824265,1046,2535,2733,2839,1
6315,6316,3451,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.004393044,-0.053103958,-0.005836219,0.0,2991,3047,3246,0,1
6316,6317,3458,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,74,74,1
6317,6318,3458,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,74,74,74,74,1
6318,6319,3458,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,74,74,74,74,1
6319,6320,3458,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,74,74,74,74,1
6320,6321,3458,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,74,74,74,74,1
6321,6322,3458,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,74,74,0,0,1
6322,6323,3485,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6323,6324,3485,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6324,6325,3489,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.02248,0.0,0.0,0.0,0,0,0,0,1
6325,6326,3507,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.000591987,0.0,0.0,0.0,0,0,0,0,1
6326,6327,3513,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6327,6328,3528,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.001791334,0.0,0.0,0.0,0,0,0,0,1
6328,6329,3657,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.001003734,0.0,0.0,0.0,0,0,0,0,1
6329,6330,3698,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.058646585,0.0,0.0,0.0,0,0,0,0,1
6330,6331,3701,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.0073636,0.0,0.0,0.0,0,0,0,0,1
6331,6332,3770,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,0.0,0.0,0.0,0.0,0,0,0,0,1
6332,6333,3811,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.012363503,0.0,0.0,0.0,0,0,0,0,1
6333,6334,3821,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.07595487,-0.60710188,0.0,0.0,0,127,0,0,1
6334,6335,3845,2345,367,235,132,0.048725391,17.88221832,0.037271055,0.069117579,8.758697893,9.123520429,0.05,0.0171563,-0.005484059,0.0,0.0,0.0,0,0,0,0,1
6335,6336,636,2346,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6336,6337,1305,2347,2,0,2,0.96745908,1.93491816,0.0,0.96745908,0.0,1.93491816,0.0,0.6771484,-1.25776976,-0.6771484,0.0,0.0,0,196,0,0,0
6337,6338,3024,2348,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6338,6339,1844,2349,1,1,0,0.008836261,0.008836261,0.008836261,0.0,0.008836261,0.0,0.008836261,0.0,0.008836261,0.0,0.0,0.0,0,0,0,0,0
6339,6340,2126,2350,2,2,0,0.139452455,0.27890491,0.139452455,0.0,0.27890491,0.0,0.2,0.0,0.07890491,0.2,0.0,0.0,0,0,0,0,0
6340,6341,1844,2351,1,1,0,0.10190827,0.10190827,0.10190827,0.0,0.10190827,0.0,0.10190827,0.0,0.10190827,0.0,0.0,0.0,0,0,0,0,0
6341,6342,852,2352,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
6342,6343,2821,2353,1,1,0,0.089,0.089,0.089,0.0,0.089,0.0,0.089,0.0,0.089,0.0,0.0,0.0,0,0,0,0,0
6343,6344,3144,2354,1,1,0,0.007881855,0.007881855,0.007881855,0.0,0.007881855,0.0,0.007881855,0.0,0.007881855,0.0,0.0,0.0,0,0,0,0,0
6344,6345,3723,2355,1,1,0,0.003814413,0.003814413,0.003814413,0.0,0.003814413,0.0,0.003814413,0.0,0.003814413,0.0,0.0,0.0,0,0,0,0,0
6345,6346,620,2356,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6346,6347,1305,2357,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6347,6348,1844,2358,1,1,0,0.002731406,0.002731406,0.002731406,0.0,0.002731406,0.0,0.002731406,0.0,0.002731406,0.0,0.0,0.0,0,0,0,0,0
6348,6349,2126,2359,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
6349,6350,2275,2360,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6350,6351,2126,2361,4,4,0,0.185259715,0.741038859,0.185259715,0.0,0.741038859,0.0,0.13539523,0.0,0.4,0.005643629,0.13539523,0.2,0,0,0,0,0
6351,6352,2693,2362,1,1,0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0,0,0,0,0
6352,6353,56,2363,1,1,0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0
6353,6354,1106,2364,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
6354,6355,3723,2365,1,1,0,0.008336451,0.008336451,0.008336451,0.0,0.008336451,0.0,0.008336451,0.0,0.008336451,0.0,0.0,0.0,0,0,0,0,0
6355,6356,2345,2366,1,1,0,0.055111581,0.055111581,0.055111581,0.0,0.055111581,0.0,0.055111581,0.0,0.055111581,0.0,0.0,0.0,0,0,0,0,0
6356,6357,1844,2367,1,1,0,0.009210209,0.009210209,0.009210209,0.0,0.009210209,0.0,0.009210209,0.0,0.009210209,0.0,0.0,0.0,0,0,0,0,0
6357,6358,539,2368,1,1,0,0.256,0.256,0.256,0.0,0.256,0.0,0.256,0.0,0.256,0.0,0.0,0.0,0,0,0,0,0
6358,6359,3340,2369,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
6359,6360,2974,2370,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6360,6361,87,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6361,6362,176,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6362,6363,247,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,6.073484572,0.0,0.0,0.0,0,0,0,0,1
6363,6364,272,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.75,0.0,0.0,0.0,0,0,0,0,1
6364,6365,336,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6365,6366,438,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,0.150144953,0.0,0.0,0.0,0,0,0,0,1
6366,6367,458,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6367,6368,484,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
6368,6369,495,2371,68,8,60,0.485060376,32.98410554,2.060513192,0.275,16.48410554,16.5,0.299403525,0.15,-0.15,0.0,0.0,0.0,0,0,0,0,1
